0,Unnamed: 0,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,year1,year2
56,56,57,160,-8.31E-19,24,2645,1,1,1,1,1,1,1,-1.55E-05,0,0,0,0.5,8,5,1999,2000,1,1,2.57E-16,-6.51E-19,-2.22E-15,456,0.75,0.5,1,0.8,0.6,0.25,649,649,0.1,0,321,970,1,1,1,1,983,756,0,1739,1,0,2,1,3,1,0.8,7,1,0,0,0.8,20,1,2,480,0.6,0.6,1,115,0,0,0,0,0,0,0,1,0,8,2009,1,0.5,172500,10,9
57,57,58,60,1,89,11645,1,0,0.75,1,1,0,1,-5.37E-07,0,0,0.25,0.5,7,5,2004,2004,1,1,1,1,1,0,0.75,0.5,1,0.8,0.6,0.25,0,0,0.1,0,860,860,1,1,1,1,860,860,0,1720,0,0,2,1,3,1,0.8,7,1,0,0,0.8,15,0.6,2,565,0.6,0.6,1,0,70,0,0,0,0,0,0,1,0,8,2006,1,1,196500,2,2
58,58,59,60,1,66,13682,1,0,0.5,0.5,1,1.89E-18,1,-4.49E-07,0,0,0.25,0.5,10,5,2006,2006,1.39E-16,1,1,1,-2.22E-15,1031,1,0.5,1,1,0.6,1,0,0,0.1,0,1410,1410,1,1,1,1,1426,1519,0,2945,0,0,3,1,3,1,0.8,10,1,1,0.8,0.6,13,1,3,641,0.6,0.6,1,192,0,37,0,0,0,0,0,1,0,10,2006,-4.67E-20,0.8,438780,0,0
59,59,60,20,1,60,7200,1,0,1,0.75,1,1,1,-5.37E-07,0,0,0.25,0.125,5,7,1972,1972,1,1,-4.08E-17,9.41E-17,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.75,474,632,0.1,0,148,780,1,1,1,1,780,0,0,780,0,0,1,0,2,1,0.6,4,1,0,0,0.2,46,0.3,1,352,0.6,0.6,1,196,0,0,0,0,0,0,0.75,1,0,1,2008,1,1,124900,36,36
60,60,61,20,1,63,13072,1,0,1,1,1,1,1,0.00013699,1,0,0.25,0.125,6,5,2004,2004,1,1,1,1,1,0,0.5,0.5,1,0.8,0.6,0.25,705.75,941,0.1,0,217,1158,1,1,1,1,1158,0,0,1158,1,0,1,1,3,1,0.8,5,1,0,0,0.2,13,0.3,2,576,0.6,0.6,1,0,50,0,0,0,0,0,0,1,0,5,2006,-4.67E-20,0.8,158000,2,2
61,61,62,75,-3.33E-16,60,7200,1,0,1,1,1,1,1,1.17E-05,0,0,0.25,0.625,5,7,1920,1996,1,1,2.57E-16,-6.51E-19,1,0,0.5,0.5,0,0.6,0.4,0.25,0,0,0.1,0,530,530,1,0.6,0,1,581,530,0,1111,0,0,1,0,3,1,0.4,6,1,0,0,0.2,84,0.3,1,288,0.6,0.6,0,0,0,144,0,0,0,0,0,1,0,3,2007,1,1,101000,87,11
62,62,63,120,1,44,6442,1,0,0.75,1,1,1,1,7.39E-05,0,0,1,0.125,8,5,2006,2006,1,1,1,1,7.44E-19,178,0.75,0.5,1,0.8,0.8,0.5,24,24,0.1,0,1346,1370,1,1,1,1,1370,0,0,1370,0,0,2,0,2,1,0.8,6,1,1,0.8,0.8,13,0.6,2,484,0.6,0.6,1,120,49,0,0,0,0,0,0,1,0,10,2007,1,1,202500,1,1
63,63,64,70,-3.33E-16,50,10300,1,0,0.75,0.75,1,1,1,1.60E-05,1,1,0.25,0.5,7,6,1921,1950,1,1,-5.66E-18,-3.49E-15,1,0,0.5,0.5,0,0.6,0.6,0.25,0,0,0.1,0,576,576,1,0.8,1,1,902,808,0,1710,0,0,2,0,3,1,0.6,9,1,0,0,0.2,29,0.3,2,480,0.6,0.6,1,12,11,64,0,0,0,0,1,1,0,4,2010,1,1,140000,89,60
64,64,65,60,1,70,9375,1,0,1,1,1,1,1,-5.37E-07,0,0,0.25,0.5,7,5,1997,1998,1,1,1,1,-2.22E-15,573,0.5,0.5,1,0.8,0.6,0.25,739,739,0.1,0,318,1057,1,1,1,1,1057,977,0,2034,1,0,2,1,3,1,0.8,8,1,0,0,0.8,21,0.6,2,645,0.6,0.6,1,576,36,0,0,0,0,0,1,1,0,2,2009,1,1,219500,12,11
65,65,66,60,1,76,9591,1,0,1,1,1,1,1,7.39E-05,0,0,0.25,0.5,8,5,2004,2005,1,1,1,1,-2.22E-15,344,0.75,0.5,1,1,0.6,0.75,0,0,0.1,0,1143,1143,1,1,1,1,1143,1330,0,2473,0,0,2,1,4,1,0.8,9,1,1,0.8,0.6,15,0.6,3,852,0.6,0.6,1,192,151,0,0,0,0,0,0,1,0,10,2007,1,1,317000,3,2
66,66,67,20,1,70,19900,1,0,1,1,1,1,1,0.999999979,1,0,0.25,0.125,7,5,1970,1989,1,1,-8.17E-18,1.95E-18,-2.22E-15,287,0.5,0.5,6.84E-13,0.8,0.6,1,912,912,0.1,0,1035,1947,1,0.6,1,1,2207,0,0,2207,1,0,2,0,3,1,0.6,7,0.875,1,0.8,0.8,49,0.6,2,576,0.6,0.6,1,301,0,0,0,0,0,0,0,1,0,7,2010,1,1,180000,40,21
67,67,68,20,1,72,10665,1,0,0.75,1,1,1,1,-5.37E-07,0,0,0.25,0.125,7,5,2003,2003,1,1,1,1,-2.22E-15,167,0.75,0.5,1,0.8,0.6,0.75,1013,1013,0.1,0,440,1453,1,1,1,1,1479,0,0,1479,1,0,2,0,3,1,0.8,7,1,0,0,0.8,16,0.6,2,558,0.6,0.6,1,144,29,0,0,0,0,0,0,1,0,6,2007,1,1,226000,4,4
68,68,69,30,-3.33E-16,47,4608,1,0,1,1,1,0,1,1.60E-05,1,0,0.25,0.125,4,6,1945,1950,1,1,2.57E-16,-6.51E-19,1,0,0.5,0.75,6.84E-13,0.6,0.6,0.25,0,0,0.1,0,747,747,1,0.6,1,1,747,0,0,747,0,0,1,0,2,1,0.6,4,1,0,0,0.8,74,0.3,1,220,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,6,2010,1,1,80000,65,60
69,69,70,50,1,81,15593,1,0,1,1,1,0,1,1.03E-06,0,0,0.25,0.375,7,4,1953,1953,1,1,-9.91E-20,1.61E-14,1,0,0.75,0.5,6.84E-13,0.6,0.6,0.25,301.5,603,0.1,0,701,1304,-3.43E-16,0.6,1,1,1304,983,0,2287,0,0,2,0,3,1,0.6,7,1,1,0.6,0.8,66,1,2,667,0.6,0.6,1,0,21,114,0,0,0,0,0,1,0,7,2006,1,1,225000,53,53
70,70,71,20,1,95,13651,1,0,0.75,1,1,1,1,0.999999979,0,0,0.25,0.125,7,6,1973,1973,1,1,-8.17E-18,1.95E-18,-2.22E-15,1115,0.5,0.75,6.84E-13,0.8,0.6,1,1410,1880,0.1,0,343,2223,1,1,1,1,2223,0,0,2223,1,0,2,0,3,1,0.6,8,1,2,0.8,0.8,46,1,2,516,0.6,0.6,1,300,0,0,0,0,0,0,0,1,0,2,2007,1,1,244000,34,34
71,71,72,20,1,69,7599,1,0,1,1,1,0,1,4.57E-05,0,0,0.25,0.125,4,6,1982,2006,1,1,-4.08E-17,1.95E-18,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,423.75,565,0.1,0,280,845,1,0.6,1,1,845,0,0,845,1,0,1,0,2,1,0.6,4,1,0,0,0.2,32,0.3,2,360,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,6,2007,1,1,129500,25,1
72,72,73,60,1,74,10141,1,0,0.75,1,1,0,1,3.00E-05,0,0,0.25,0.5,7,5,1998,1998,1,1,1,1,-2.22E-15,40,0.5,0.5,1,0.8,0.6,0.25,0,0,0.1,0,832,832,1,0.8,1,1,885,833,0,1718,0,0,2,1,3,1,0.6,7,1,1,0.6,0.8,21,1,2,427,0.6,0.6,1,0,94,0,0,291,0,0,0,1,0,12,2009,1,1,185000,11,11
73,73,74,20,1,85,10200,1,0,1,1,1,1,1,0.999999979,0,0,0.25,0.125,5,7,1954,2003,1,1,3.47E-17,5.94E-17,-2.22E-15,104,0.5,0.5,6.84E-13,0.6,0.6,0.25,421,320,0.5,362,404,1086,1,0.8,1,1,1086,0,0,1086,1,0,1,0,3,1,0.6,6,1,0,0,0.8,30,0.3,2,490,0.6,0.6,1,0,0,0,0,0,0,0,0.5,1,0,5,2010,1,1,144900,56,7
74,74,75,50,-3.33E-16,60,5790,1,0,1,1,1,0,1,1.60E-05,0,0,0.25,0.5,3,6,1915,1950,0,1,1,1,1,0,0.75,0.75,6.84E-13,0.4,0.6,0.25,0,0,0.1,0,840,840,1,0.8,0,1,840,765,0,1605,0,0,2,0,3,2,0.6,8,1,0,0,0.2,104,0.3,1,379,0.6,0.6,1,0,0,202,0,0,0,0,0,1,0,5,2010,1,1,107400,95,60
75,75,76,180,-3.33E-16,21,1596,1,0,1,1,1,1,1,-7.24E-09,0,0,0,1,4,5,1973,1973,1,1,-1.65E-19,-8.62E-18,1,0,0.5,0.5,6.84E-13,0.8,0.6,1,462,462,0.1,0,0,462,1,0.6,1,1,526,462,0,988,1,0,1,0,2,1,0.6,5,1,0,0,0.6,46,0.3,1,297,0.6,0.6,1,120,101,0,0,0,0,0,0.5,1,0,11,2009,1,1,91000,36,36
76,76,77,20,1,70,8475,1,0,0.75,1,1,1,1,0.999999979,0,0,0.25,0.125,4,7,1956,1956,1,1,1,1,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,171,228,0.1,0,724,952,1,1,1,0.75,952,0,0,952,0,0,1,0,2,1,0.6,4,1,0,0,0.2,63,0.3,1,283,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,4,2008,1,1,135750,52,52
77,77,78,50,-3.33E-16,50,8635,1,0,1,1,1,1,1,-0.000112956,0,0,0.25,0.375,5,5,1948,2001,1,1,3.47E-17,5.94E-17,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,209,336,1,41,295,672,1,0.6,1,1,1072,213,0,1285,1,0,1,0,2,1,0.6,6,0.875,0,0,0.2,71,0.3,1,240,0.6,0.6,1,0,0,0,0,0,0,0,0.75,1,0,1,2008,1,1,127000,60,7
78,78,79,90,1,72,10778,1,0,1,1,1,1,1,1.69E-05,0,0,0,0.125,4,5,1968,1968,1.39E-16,1,-4.08E-17,9.41E-17,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,0,0,0.1,0,1768,1768,1,0.6,0,1,1768,0,0,1768,0,0,2,0,4,2,0.6,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,2010,1,1,136500,42,42
79,79,80,50,-3.33E-16,60,10440,1,0.5,1,1,1,0,1,1.60E-05,0,0,0.25,0.5,5,6,1910,1981,1,1,3.47E-17,5.94E-17,1,0,0.5,0.5,1,0.6,0.6,0.25,0,0,0.1,0,440,440,1,0.8,1,1,682,548,0,1230,0,0,1,1,2,1,0.6,5,1,0,0,0.2,53,0.3,2,440,0.6,0.6,1,74,0,128,0,0,0,0,0.75,1,0,5,2009,1,1,110000,99,28
80,80,81,60,1,100,13000,1,0,1,1,1,0,1,0.999999979,0,0,0.25,0.5,6,6,1968,1968,1,1,1,1,-2.22E-15,576,0.5,0.75,6.84E-13,0.8,0.6,0.25,134.4,448,0.1,0,448,896,1,0.6,1,1,1182,960,0,2142,0,0,2,1,4,1,0.8,8,1,1,0.8,0.8,51,1,1,509,0.6,0.6,1,0,72,0,0,252,0,0,0,1,0,6,2009,1,1,193500,41,41
81,81,82,120,-3.33E-16,32,4500,1,0,1,1,1,4.85E-17,1,4.57E-05,0,0,1,0.125,6,5,1998,1998,1.39E-16,1,1,1,-2.22E-15,443,0.5,0.75,1,1,0.8,0.25,1201,1201,0.1,0,36,1237,1,1,1,1,1337,0,0,1337,1,0,2,0,2,1,0.6,5,1,0,0,0.8,21,1,2,405,0.6,0.6,1,0,199,0,0,0,0,0,0,1,0,3,2006,1,1,153500,8,8
82,82,83,20,1,78,10206,1,0,1,1,1,1,1,-1.55E-05,0,0,0.25,0.125,8,5,2007,2007,1,1,1,1,7.44E-19,468,0.5,0.5,1,0.8,0.6,0.25,33,33,0.1,0,1530,1563,1,1,1,1,1563,0,0,1563,0,0,2,0,3,1,0.8,6,1,1,0.8,0.8,12,0.6,3,758,0.6,0.6,1,144,99,0,0,0,0,0,0,1,0,10,2008,1,1,245000,1,1
83,83,84,20,1,80,8892,1,0,0.75,1,1,1,1,0.999999979,0,0,0.25,0.125,5,5,1960,1960,1,1,2.57E-16,-6.51E-19,0,66,0.5,0.5,6.84E-13,0.6,0.6,0.25,0,0,0.1,0,1065,1065,1,0.8,1,1,1065,0,0,1065,0,0,1,1,3,1,0.6,6,1,0,0,0.2,45,0.3,2,461,0.6,0.6,1,74,0,0,0,0,0,0,0,1,0,7,2007,0,1,126500,47,47
84,84,85,80,1,70,8530,1,0,0.75,1,1,1,1,3.00E-05,0,0,0.25,1,7,5,1995,1996,1,1,-4.08E-17,9.41E-17,-2.22E-15,22,0.5,0.5,1,0.8,0.6,0.25,0,0,0.1,0,384,384,1,0.8,1,1,804,670,0,1474,0,0,2,1,3,1,0.6,7,1,1,0.6,0.6,24,1,2,400,0.6,0.6,1,120,72,0,0,0,0,0,0,9.15E-17,700,5,2009,1,1,168500,14,13
85,85,86,60,1,121,16059,1,0,1,1,1,0,1,8.87E-06,0,0,0.25,0.5,8,5,1991,1992,1.39E-16,1,-4.08E-17,9.41E-17,-2.22E-15,284,0.75,0.5,6.84E-13,0.8,0.6,0.25,0,0,0.1,0,1288,1288,1,1,1,1,1301,1116,0,2417,0,0,2,1,4,1,0.8,9,1,1,0.6,0.8,28,0.3,2,462,0.6,0.6,1,127,82,0,0,0,0,0,0,1,0,4,2006,1,1,260000,15,14
86,86,87,60,1,122,11911,1,0,0.5,1,1,1,1,3.00E-05,0,0,0.25,0.5,6,5,2005,2005,1,1,1,1,1,0,0.75,0.5,1,0.8,0.6,0.75,0,0,0.1,0,684,684,1,1,1,1,684,876,0,1560,0,0,2,1,3,1,0.8,6,1,1,0.8,0.6,14,1,2,400,0.6,0.6,1,100,38,0,0,0,0,0,0,1,0,3,2009,1,1,174000,4,4
87,87,88,160,-8.31E-19,40,3951,1,1,1,1,1,0,1,-1.55E-05,0,0,1,0.5,6,5,2009,2009,1,1,1,1,7.44E-19,76,0.75,0.5,1,0.8,0.6,0.75,0,0,0.1,0,612,612,1,1,1,1,612,612,0,1224,0,0,2,1,2,1,0.8,4,1,0,0,0.2,10,0.6,2,528,0.6,0.6,1,0,234,0,0,0,0,0,0,1,0,6,2009,-4.67E-20,0.8,164500,0,0
88,88,89,50,0,105,8470,1,0,0.75,1,1,0,1,1.17E-05,1,1,0.25,0.375,3,2,1915,1982,1.39E-16,1,-8.17E-18,1.95E-18,1,0,0.25,0.25,6.84E-13,0.6,0.4,0.25,0,0,0.1,0,1013,1013,1,0.6,0,1,1013,0,513,1526,0,0,1,0,2,1,0.4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0.75,1,0,10,2009,-6.60E-17,0.5,85000,94,27
89,89,90,20,1,60,8070,1,0,1,1,1,1,1,-5.37E-07,0,0,0.25,0.125,4,5,1994,1995,1,1,1,1,1,0,0.5,0.5,1,0.8,0.6,0.25,588,588,0.1,0,402,990,1,1,1,1,990,0,0,990,1,0,1,0,3,1,0.6,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,2007,1,1,123600,13,12
90,90,91,20,1,60,7200,1,0,1,1,1,1,1,0.999999979,0,0,0.25,0.125,4,5,1950,1950,1,1,-9.91E-20,5.94E-17,1,0,0.5,0.5,2.79E-17,0,0,0,0,0,0,0,0,0,1,0.6,1,0.75,1040,0,0,1040,0,0,1,0,2,1,0.6,4,1,0,0,0.2,69,0.3,2,420,0.6,0.6,1,0,29,0,0,0,0,0,0,1,0,7,2006,1,1,109900,56,56
91,91,92,20,1,85,8500,1,0,1,1,1,1,1,0.999999979,0,0,0.25,0.125,5,3,1961,1961,1.39E-16,1,-4.08E-17,9.41E-17,0,203,0.5,0.5,6.84E-13,0.6,0.6,0.25,180,600,0.1,0,635,1235,1,0.6,1,1,1235,0,0,1235,0,0,1,0,2,1,0.6,6,1,0,0,0.8,58,0.3,2,480,0.6,0.6,1,0,0,0,0,0,0,0,0.5,1,0,12,2006,1,0.5,98600,45,45
92,92,93,30,1,80,13360,1,0.5,0.75,0.5,1,1,1,-1.68E-05,0,0,0.25,0.125,5,7,1921,2006,1,1,3.47E-17,5.94E-17,1,0,0.5,0.75,0,0.8,0.6,0.25,534.75,713,0.1,0,163,876,1,1,1,1,964,0,0,964,1,0,1,0,2,1,0.6,5,1,0,0,0.2,98,0.3,2,432,0.6,0.6,1,0,0,44,0,0,0,0,0,1,0,8,2009,1,1,163500,88,3
93,93,94,190,0,60,7200,1,0,1,1,1,0,1,1.60E-05,0,0,0,0.625,6,6,1910,1998,1.39E-16,1,2.57E-16,-6.51E-19,1,0,0.5,0.5,0,0.6,0.4,0.5,313.8,1046,0.1,0,168,1214,-3.43E-16,1,0,1,1260,1031,0,2291,0,1,2,0,4,2,0.6,9,1,1,0.8,0.2,119,0.3,2,506,0.6,0.6,1,0,0,0,0,99,0,0,0,1,0,11,2007,1,1,133900,97,9
94,94,95,60,1,69,9337,1,0,0.75,1,1,1,1,-5.37E-07,0,0,0.25,0.5,6,5,1997,1997,1,1,1,1,1,0,0.5,0.75,1,0.8,0.6,0.25,648,648,0.1,0,176,824,1,1,1,1,905,881,0,1786,1,0,2,1,3,1,0.8,7,1,0,0,0.8,22,0.6,2,684,0.6,0.6,1,0,162,0,0,0,0,0,0,1,0,5,2007,1,1,204750,10,10
95,95,96,60,1,70,9765,1,0,0.5,1,1,0,1,3.00E-05,0,0,0.25,0.5,6,8,1993,1993,1,1,1,1,-2.22E-15,68,1,0.75,1,0.8,0.8,0.25,232.5,310,0.1,0,370,680,1,0.8,1,1,680,790,0,1470,0,0,2,1,3,1,0.6,6,1,1,0.6,0.6,26,1,2,420,0.6,0.6,1,232,63,0,0,0,0,0,0,9.15E-17,480,4,2009,1,1,185000,16,16
96,96,97,20,1,78,10264,1,0,0.75,1,1,1,1,-5.37E-07,0,0,0.25,0.125,7,5,1999,1999,1,1,1,1,-2.22E-15,183,0.75,0.5,1,0.8,0.6,0.75,871.5,1162,0.1,0,426,1588,1,1,1,1,1588,0,0,1588,0,0,2,0,3,1,0.8,6,1,0,0,0.8,20,0.6,2,472,0.6,0.6,1,158,29,0,0,0,0,0,0,1,0,8,2006,1,1,214000,7,7
97,97,98,20,1,73,10921,1,0,1,0.5,1,1,1,-1.18E-05,0,0,0.25,0.125,4,5,1965,1965,1.39E-16,1,-4.08E-17,9.41E-17,-2.22E-15,48,0.5,0.5,6.84E-13,0.6,0.6,0.25,156,520,0.1,0,440,960,1,0.6,1,0.5,960,0,0,960,1,0,1,0,3,1,0.6,6,1,0,0,0.8,54,1,1,432,0.6,0.6,0.5,120,0,0,0,0,0,0,0,1,0,5,2007,1,1,94750,42,42
98,98,99,30,1,85,10625,1,0,1,1,1,0,1,-1.18E-05,0,0,0.25,0.125,5,5,1920,1950,1,1,3.47E-17,5.94E-17,1,0,0.5,0.5,0,0.6,0.6,0.25,81,108,0.1,0,350,458,1,0.4,0,1,835,0,0,835,0,0,1,0,2,1,0.6,5,1,0,0,0.7,99,0.3,1,366,0.4,0.6,1,0,0,77,0,0,0,0,0,9.15E-17,400,5,2010,0,0.5,83000,90,60
99,99,100,20,1,77,9320,1,0,0.75,1,1,1,1,0.999999979,0,0,0.25,0.125,4,5,1959,1959,1,1,-8.17E-18,1.95E-18,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,426.75,569,0.1,0,381,950,1,0.4,1,1,1225,0,0,1225,1,0,1,1,3,1,0.6,6,1,0,0,0,0,0,0,0,0,0,1,352,0,0,0,0,0,0,0,9.15E-17,400,1,2010,1,1,128950,51,51
100,100,101,20,1,70,10603,1,0,0.75,1,1,1,1,-3.80E-05,0,0,0.25,0.125,6,7,1977,2001,1,1,-8.17E-18,1.95E-18,-2.22E-15,28,0.5,0.5,1,0.6,0.6,0.5,900,1200,0.1,0,410,1610,1,0.8,1,1,1610,0,0,1610,1,0,2,0,3,1,0.8,6,1,2,0.6,0.8,42,0.6,2,480,0.6,0.6,1,168,68,0,0,0,0,0,0,1,0,2,2010,1,1,205000,33,9
101,101,102,60,1,77,9206,1,0,1,1,1,1,1,0.00013699,0,0,0.25,0.5,6,5,1985,1985,1,1,-4.08E-17,9.41E-17,-2.22E-15,336,0.75,0.5,6.84E-13,0.8,0.6,0.25,0,0,0.1,0,741,741,1,0.6,1,1,977,755,0,1732,0,0,2,1,3,1,0.8,7,1,1,0.6,0.8,34,1,2,476,0.6,0.6,1,192,46,0,0,0,0,0,0,1,0,6,2010,1,1,178000,25,25
102,102,103,90,1,64,7018,1,0,1,0.75,1,1,1,0.00013699,0,0,0,0.125,5,5,1979,1979,1,1,-4.08E-17,9.41E-17,1,0,0.5,0.25,2.79E-17,0,0,0,0,0,0,0,0,0,1,0.6,1,1,1535,0,0,1535,0,0,2,0,4,2,0.6,8,1,0,0,0.8,40,0.3,2,410,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,6,2009,1,1,118964,30,30
103,103,104,20,1,94,10402,1,0,0.75,1,1,0,1,-5.37E-07,0,0,0.25,0.125,7,5,2009,2009,1,1,1,1,1,0,0.5,0.5,1,0.8,0.6,0.25,0,0,0.1,0,1226,1226,1,1,1,1,1226,0,0,1226,0,0,2,0,3,1,0.8,6,1,0,0,0.8,10,0.6,3,740,0.6,0.6,1,0,36,0,0,0,0,0,0,1,0,5,2010,1,1,198900,1,1
104,104,105,50,-3.33E-16,70,7758,1,0,1,1,1,0,1,1.17E-05,0,0,0.25,0.375,7,4,1931,1950,1,1,-5.66E-18,-3.49E-15,-2.22E-15,600,0.5,0.25,1,0.6,0.6,0.25,44.8,224,0.1,0,816,1040,1,1,1,0.5,1226,592,0,1818,0,0,1,1,4,1,0.6,7,1,2,0.6,0.2,68,0.3,1,240,0.6,0.6,1,0,0,0,0,184,0,0,0,1,0,6,2007,1,1,169500,76,57
105,105,106,60,-8.31E-19,75,9375,1,0,1,1,1,1,1,-1.55E-05,0,0,0.25,0.5,8,5,2003,2004,1.39E-16,1,1,1,-2.22E-15,768,0.75,0.5,1,1,0.6,0.25,0,0,0.1,0,1053,1053,1,1,1,1,1053,939,0,1992,0,0,2,1,3,1,0.8,9,1,1,0.8,0.8,16,0.6,2,648,0.6,0.6,1,140,45,0,0,0,0,0,0,1,0,8,2008,1,1,250000,5,4
106,106,107,30,-3.33E-16,60,10800,1,0.5,1,1,1,1,1,1.60E-05,0,0,0.25,0.125,4,7,1885,1995,4.34E-19,1,1,1,1,0,0.5,0.5,0,0.4,0.6,0.25,0,0,0.1,0,641,641,1,0.8,1,1,1047,0,0,1047,0,0,1,0,2,1,0.6,6,1,0,0,0.2,65,0.3,1,273,0.4,0.4,0,0,0,0,0,0,0,0,0,9.15E-17,450,8,2007,1,1,100000,122,12
107,107,108,20,-3.33E-16,50,6000,1,0,1,1,1,1,1,1.60E-05,0,0,0.25,0.125,5,5,1948,1950,1,1,1,1,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,162.5,104,0.5,169,516,789,1,1,1,1,789,0,0,789,0,0,1,0,2,1,0.6,5,1,0,0,0.2,71,0.3,1,250,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,4,2008,1,0.8,115000,60,58
108,108,109,50,-3.33E-16,85,8500,1,0,1,1,1,0,1,1.17E-05,1,0,0.25,0.375,5,7,1919,2005,1,1,-1.65E-19,-8.62E-18,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,0,0,0.1,0,793,793,-3.43E-16,0.6,0,0.5,997,520,0,1517,0,0,2,0,3,1,0.4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,1,0,8,2007,1,1,115000,88,2
109,109,110,20,1,105,11751,1,0,0.75,1,1,1,1,-3.80E-05,0,0,0.25,0.125,6,6,1977,1977,1.39E-16,1,-8.17E-18,1.95E-18,-2.22E-15,480,0.5,0.5,6.84E-13,0.8,0.6,0.25,352.5,705,0.1,0,1139,1844,1,1,1,1,1844,0,0,1844,0,0,2,0,3,1,0.6,7,1,1,0.6,0.8,42,0.6,2,546,0.6,0.6,1,0,122,0,0,0,0,0,0.75,1,0,1,2010,0,1,190000,33,33
110,110,111,50,1,75,9525,1,0,1,1,1,1,1,-1.18E-05,0,0,0.25,0.375,6,4,1954,1972,1,1,3.47E-17,5.94E-17,1,0,0.5,0.5,6.84E-13,0.6,0.4,0.25,133.2,444,0.1,0,550,994,1,0.8,1,1,1216,639,0,1855,0,0,2,0,4,1,0.6,7,1,0,0,0.8,65,0.3,1,325,0.6,0.6,1,182,0,0,0,0,0,0,0,1,0,10,2006,1,1,136900,52,34
111,111,112,80,1,70,7750,1,0,0.75,1,1,1,1,3.00E-05,0,0,0.25,1,7,5,2000,2000,1,1,1,1,1,0,0.5,0.5,1,0.8,0.6,0.25,250,250,0.1,0,134,384,1,1,1,1,774,656,0,1430,0,0,2,1,3,1,0.6,7,1,1,0.6,0.6,19,1,2,400,0.6,0.6,1,180,0,0,0,0,0,0,0,1,0,4,2010,1,1,180000,10,10
112,112,113,60,1,77,9965,1,0,1,1,1,1,1,-5.37E-07,0,0,0.25,0.5,7,5,2007,2007,1,1,1,1,7.44E-19,220,0.75,0.5,1,1,0.6,0.75,984,984,0.1,0,280,1264,1,1,1,1,1282,1414,0,2696,1,0,2,1,4,1,1,10,1,1,0.8,0.6,12,1,3,792,0.6,0.6,1,120,184,0,0,168,0,0,0,1,0,10,2007,-4.67E-20,0.8,383970,0,0
113,113,114,20,1,70,21000,1,0,1,0.75,1,0,1,-1.68E-05,0,0,0.25,0.125,6,5,1953,1953,1.39E-16,1,3.47E-17,5.94E-17,-2.22E-15,184,0.5,0.75,6.84E-13,0.8,0.6,0.5,286.95,35,0.3,869,905,1809,1,0.6,1,1,2259,0,0,2259,1,0,2,0,3,1,0.8,7,1,2,0.8,0.7,66,0.3,2,450,0.6,0.6,1,166,120,192,0,0,0,0,0.75,1,0,10,2007,0,0.5,217000,54,54
114,114,115,70,1,61,7259,1,0,0.75,1,1,1,0.5,-1.68E-05,0,0,0.25,0.5,6,8,1945,2002,0,1,3.47E-17,5.94E-17,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,610.5,774,0.2,150,104,1028,1,1,1,1,1436,884,0,2320,1,0,2,1,3,1,0.8,9,1,1,0.6,0.2,74,0.3,1,180,0.6,0.6,1,224,0,0,0,0,0,0,0.75,1,0,7,2007,1,1,259500,62,5
